Tweet,Sentiment,Sentiment Score,Original Label
@user nice new signage. Are you not concerned by Beatlemania -style hysterical crowds crongregating on you…,Positive,0.4019,Non-hate
A woman who you fucked multiple times saying yo dick small is a compliment you know u hit that spot 😎,Negative,-0.3818,Hate
@user @user real talk do you have eyes or were they gouged out by a rapefugee?,Neutral,0.0,Hate
your girlfriend lookin at me like a groupie in this bitch!,Negative,-0.5093,Hate
Hysterical woman like @user,Positive,0.34,Non-hate
Me flirting- So tell me about your father...,Positive,0.2023,Non-hate
"The Philippine Catholic bishops' work for migrant workers should focus on families who are ""paying the great...",Positive,0.6249,Non-hate
I AM NOT GOING AFTER YOUR EX BF YOU LIEING SACK OF SHIT ! I'm done with you dude that's why I dumped your ass cause your a lieing 😂😡 bitch,Negative,-0.914,Hate
When cuffin season is finally over,Neutral,0.0,Non-hate
"Send home migrants not in need of protection, Peter Dutton tells UN, HEY DUTTON HOW ABOUT THE ONES THAT HAVE STAYED AND NOT LEFT THE COUNTRY WHEN THEY SHOULD OVERSTAYERS ? WHY DONT YOU GO AND ROUND ALL THEM UP ?",Neutral,0.0,Hate
"Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.",Negative,-0.3384,Hate
Only that in you which is me can hear what I'm saying. ~Baba Ram Dass,Neutral,0.0,Non-hate
Should have let the Libyan Manchester bomber rot in his own country. How many more mass murderers did the Royal Navy import to Britain? How many more terrorists do the NGO's rescue from international waters? #RefugeesNotWelcome,Negative,-0.7924,Hate
More migrants take sea route to #Spain than Italy this year: UN,Neutral,0.0,Non-hate
"Essential reading for those in Scribner, Nebraska who are considering an anti-immigrant ballot measure.",Neutral,0.0,Non-hate
"This account was temporarily inactive due to an irrational woman reporting us to Twitter. What a lack of judgement, shocking. #YesAllMen",Negative,-0.7506,Hate
RT @user @user I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.,Positive,0.6983,Non-hate
"Making them look ~anatomically correct~ just makes them... Bland. Not all women are tiny and fit, not all men are bulky.",Positive,0.3612,Non-hate
listen... i love lil b but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that bitch from holes,Negative,-0.3237,Hate
@user @user keep calling her a bitch and a whore dude real grown up.,Negative,-0.8442,Hate
"Glad your having another nice vacation. How's the illegal border crossings, illegal oportunistic migrant entries, tax payer funded hotel rooms for same without a strategic plan going? @user @user @user @user @user @user",Negative,-0.34,Hate
"@user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops",Negative,-0.8074,Hate
"Illegal Alien Hit Man, Dragged Him For Blocks In Deadly DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe",Negative,-0.8126,Hate
An Honest Article About Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,Positive,0.6174,Non-hate
@user @user @user @user please spread the word  -&gt;&gt; using frequent flyer miles to reunite immigrant families!,Positive,0.3802,Non-hate
"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch",Negative,-0.936,Hate
"Yes, women who protest are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi…",Negative,-0.7003,Non-hate
@user Not all men are animals. You Libs want muslims to come over still? Better pick a side.,Positive,0.4939,Non-hate
"Federal judge to #Trump: ""imminent danger"" of ""irreparable injury to #refugees, visa-holders"", etc. @user",Negative,-0.7351,Non-hate
This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe,Negative,-0.802,Hate
@user @user Omg he gave her his number and she didn't say no what a cunt The girl is the cunt for giving it to some random fucktard,Negative,-0.7853,Hate
Why we need to protect refugees from the ‘˜big ideas’ designed to save them @user @user @user @user @user @user @user,Positive,0.7003,Non-hate
Kevin Rosero of the Latino Immigrant Experience Oral History Project #NJHRIC #NewarkPublicLibrary needs help identifying Newark Latino immigrant residents to interview and capture their stories and experiences. MORE INFO:,Positive,0.4019,Non-hate
@user Are you pussy grabbing tonight??,Neutral,0.0,Non-hate
"Some people really dont understand why I get so upset at injustices happening in this country. Trust me, it's not that I like getting my panties in a wad over dumb things. It's the fact that people like me (minority, brown, immigrant, etc) r suffering and it affects me directly",Negative,-0.725,Non-hate
I've been called a son of a whore and a cunt today already. It's not even 1 yet,Negative,-0.8176,Non-hate
"Pope Francis: Immigrants Provide ‘˜Enrichment’ to Society, Not ‘˜Threats’",Neutral,0.0,Non-hate
"What were they planning to do with the immigrant children they kidnapped? Slavery, sex traffic, organ harvesting?",Negative,-0.7319,Non-hate
masturbate intensive for that whore slut,Negative,-0.8442,Non-hate
The Truth about #Immigration,Positive,0.3182,Non-hate
@user @user Must Make Illegal #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,Negative,-0.5106,Hate
"@user immigration on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Islamic countries",Positive,0.1779,Hate
Lebanese Christian victim of a quarrel between Syrian refugees carrying knives &amp; cleavers in Lebanon,Negative,-0.2732,Non-hate
"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry",Positive,0.7003,Non-hate
I wonder is this is where Caitlyn gets his car services 🌚,Neutral,0.0,Non-hate
"@user Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉",Negative,-0.8243,Hate
Bishop appeals to church groups to take action as migrants now account for 11 percent of reported cases,Neutral,0.0,Non-hate
Because some women are stupid,Negative,-0.5267,Hate
@user BITCH TEXT ME,Negative,-0.6739,Hate
"because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Immigration rules ,good  do we want to hire from a land of Rapists and ignorant beliefs sadly we cannot get enough training places here, why dont we use nurse Practitioners#",Negative,-0.4184,Hate
"@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr",Negative,-0.4464,Hate
@user Elizabeth Warren's radical agenda to abolish ICE and create open borders must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal immigration. VOTE FOR @user FOR SENATE in MA,Negative,-0.7096,Hate
What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel.,Positive,0.0601,Hate
No matter what color a girl is she still a ho 😂😂,Positive,0.6933,Hate
"@user I am not forcing anyone. I am just putting out my view. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,",Positive,0.765,Non-hate
#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,Neutral,0.0,Non-hate
"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commited"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",Negative,-0.4939,Non-hate
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr",Negative,-0.9732,Hate
"Russia, Turkey, Jordan are in talks on return of Syrian refugees ‘“ Lavrov",Neutral,0.0,Non-hate
"@user @user No.....really? A refugee? They are here to enrich our cultures, right? I bet ya he's older than 17 too....#sendthemback it's not late to save Europe",Negative,-0.4885,Hate
NEVERRRRRRRRRRR,Neutral,0.0,Non-hate
"Thank you, @user for taking a stand. It's up to all of us to fight misinformation and anti-immigrant hate. #SourcesMatter",Negative,-0.7269,Non-hate
And now another flood of immigrants coming our way.#BuildThatWall,Neutral,0.0,Hate
Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Negative,-0.8646,Hate
Realizing the rights of Eritrean refugees in Israel. A new article:https://t.co/0SsTUvgQ6z,Neutral,0.0,Non-hate
Judge orders government to release immigrant kids from Texas shelter | The Texas Tribune,Neutral,0.0,Non-hate
@user @user @user Don't dare to tell us about Syrian refugees.,Neutral,0.0,Non-hate
"@user @user It should foment anger. Only idiots open their borders to people who will NEVER assimilate. Majority of Black Africans coming into Europe are NOT refugees and had the money to pay for trip over, which is expensive.",Negative,-0.6249,Hate
This is what Trump supporters call humane smh,Positive,0.1531,Non-hate
MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,Negative,-0.4033,Hate
"#OccupyICEPHL was delighted to learn that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turning Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome",Positive,0.4754,Non-hate
"Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders",Negative,-0.1847,Non-hate
@user good girl,Positive,0.4404,Non-hate
you know your women are stupid just like you're_ bitch please did i fuck you_ what importance do you have in my life_ are you retarded_ 😏🌹,Negative,-0.8442,Hate
Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,Negative,-0.3944,Hate
"@user Greedy, you have to talk about this tomorrow including the hysterical responses.",Negative,-0.34,Non-hate
@user Wow!! Never seen a woman juggle a big cock like that,Positive,0.7418,Hate
"Fuck you, you hoe I don’t want you back",Negative,-0.4939,Hate
@user Screw her and her beliefs!! Send them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag,Negative,-0.3753,Hate
@user You are the sloppy queen of sucking cock,Negative,-0.1531,Hate
World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž,Positive,0.743,Non-hate
"@user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!",Positive,0.8475,Hate
@user you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest…,Negative,-0.8553,Hate
From refugee to sole survivor - How one Syrian has become shoemaker to the famous,Positive,0.3612,Non-hate
"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl",Negative,-0.7717,Hate
"When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy",Negative,-0.2732,Non-hate
"@user sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue",Negative,-0.5312,Non-hate
"Absolutely perfect keep the whole lot of Illegal Aliens out, now maybe libtarded snowflakes will be happy they are not being split up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall",Positive,0.624,Hate
Hundreds of Syrian refugees return home from Lebanon - ABC News,Neutral,0.0,Non-hate
"VIDEO: Immigrant activist who climbed Statue of Liberty has a new song: ""America, you motherfuckers,...",Positive,0.5267,Non-hate
Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Negative,-0.296,Hate
"//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...",Negative,-0.2905,Hate
RT @user I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,Positive,0.4215,Non-hate
HOLLERINGGGGGGG. stupid baby bitch.,Negative,-0.802,Hate
a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit ..,Negative,-0.8481,Hate
RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,Negative,-0.1531,Non-hate
"@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Central Amer",Positive,0.1742,Non-hate
How much is John McCains funeral costing tax payers? Not including his no vote to scrap Obamacare. Next time use our hard earned money for something useful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,Positive,0.6088,Hate
I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..,Negative,-0.1027,Hate
Syrian activist alleges UN gave Rakban camp refugee children expired sweets,Positive,0.4939,Non-hate
"@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",Positive,0.128,Hate
@user List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang,Negative,-0.6124,Non-hate
"SWEDEN Dentist fined nearly $50,000 for revealing that many adult Muslim migrants are posing as 'unaccompanied refugee children' via @user Swedenstan update...",Neutral,0.0,Non-hate
"The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,",Negative,-0.296,Non-hate
UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,Negative,-0.6087,Non-hate
"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",Positive,0.2579,Non-hate
